Date,Open,High,Low,Close,Volume
2015-01-02,14.957235841605131,14.984150062916106,14.842852967714906,14.86976718902588,2210300
2015-01-05,14.883224051913231,14.903408434219738,14.701556911110575,14.728469848632812,2444900
2015-01-06,14.782299186765146,14.84285490929537,14.627546244006073,14.667916297912598,2265900
2015-01-07,14.681368340717944,14.80920829784199,14.6544554085205,14.80247974395752,1655400
2015-01-08,14.88995352248104,15.031250636194333,14.87649769340334,14.99760913848877,879900
2015-01-09,15.219642125542222,15.239826505213406,15.118715093824235,15.138900756835938,1932700
2015-01-12,15.058162630276264,15.058162630276264,14.93032392036565,14.96396541595459,1508300
2015-01-13,14.99087963909838,15.071619741848158,14.84285397848913,14.96396541595459,1870100
2015-01-14,14.735197444707335,14.795753154366537,14.641000244499956,14.76211166381836,2055800
2015-01-15,14.943779887315216,14.97069411070884,14.795755508672697,14.84958267211914,3659900
2015-01-16,14.72846654075555,15.024516487054168,14.72846654075555,15.01778793334961,1953200
2015-01-20,14.849583878824289,14.876498104405014,14.715016600943391,14.822670936584473,1283700
2015-01-21,15.011060579553826,15.098530501364603,14.896677724113925,14.957233428955078,2670400
2015-01-22,14.977421385092317,15.05143420975146,14.923594226251312,14.950507164001465,2110700
2015-01-23,14.8428497839239,14.88994837777475,14.775565528419644,14.80247974395752,1943600
2015-01-26,14.8361251773973,14.889952339454087,14.77556945966582,14.856310844421388,1135200
2015-01-27,14.90341078013701,14.943780834445278,14.849583613279025,14.88322639465332,1300900
2015-01-28,15.078344036518583,15.085072590403051,14.775565528419644,14.80247974395752,2074500
2015-01-29,14.782295360427998,14.849579621749864,14.667912501182988,14.836122512817385,1584800
2015-01-30,14.715014778419844,14.869767706319411,14.708286222858025,14.748656272888184,1610900
2015-02-02,14.98414929673612,15.071617944842863,14.943777966833954,15.051433563232422,1886300
2015-02-03,15.105262418593092,15.48878111241208,15.091805307112232,15.374398231506348,2460900
2015-02-04,15.34748446704717,15.414768743120783,15.266744362431494,15.293657302856444,3222600
2015-02-05,15.414765188350977,15.576246643684216,15.414765188350977,15.569518089294434,1437000
2015-02-06,15.46859359741211,15.542606418374952,15.421494996195984,15.46859359741211,2338600
2015-02-09,15.488778500792158,15.57624714398776,15.434951347285502,15.448407173156738,2138900
2015-02-10,15.43495139989997,15.482049998961273,15.36093858232331,15.441679954528809,1193600
2015-02-11,15.253283555712509,15.253283555712509,15.12544359047368,15.212913513183594,1672900
2015-02-12,15.165815940053216,15.360938894897757,15.15908738528746,15.307111740112305,1859300
2015-02-13,15.57624829722001,15.68390261220382,15.562791187011868,15.630075454711914,1803000
2015-02-17,15.63680464533877,15.73773040932041,15.609891707169334,15.731001853942873,1798700
2015-02-18,15.717545957448396,15.85884176973354,15.6973602914045,15.805014610290527,1554200
2015-02-19,15.724278010593972,15.83193235342724,15.724278010593972,15.737733840942385,1434900
2015-02-20,15.724274318580092,15.838657191401298,15.643532938742482,15.825200080871582,1195600
2015-02-23,15.744460041697762,15.811744316735007,15.724275657525151,15.784830093383787,1150300
2015-02-24,15.791557556271805,15.966496145924644,15.731001841263485,15.932854652404783,1499100
2015-02-25,16.040508270263672,16.10106398262403,16.03377971518578,16.040508270263672,1556300
2015-02-26,15.946311508957647,15.946311508957647,15.784828749282427,15.825200080871582,1675400
2015-02-27,15.905940430916326,15.993410367413103,15.885756048140696,15.932854652404783,1490100
2015-03-02,15.93958053541661,15.97995057754032,15.905937764196436,15.946309089660645,1122200
2015-03-03,15.966494371211333,16.00013714433243,15.926124326806582,15.95303726196289,1448000
2015-03-04,15.93958672514149,15.93958672514149,15.79156104097179,15.86557388305664,964700
2015-03-05,15.818472872572814,15.84538581258323,15.744460041697762,15.784830093383787,1426600
2015-03-06,15.69063650655184,15.704093621339196,15.502242032893225,15.5089693069458,1727700
2015-03-09,15.52242642173316,15.542612093914196,15.475327803318503,15.5089693069458,1556600
2015-03-10,15.266744757091814,15.307114810443258,15.118719089235093,15.152361869812012,3214000
2015-03-11,15.179270418621758,15.199456081126936,15.07161611860845,15.11198616027832,2739200
2015-03-12,15.515692703957225,15.57624841701894,15.48205121151879,15.549335479736328,2502600
2015-03-13,15.32729382232491,15.33402237551816,15.111983970161765,15.246552467346191,3172700
2015-03-16,15.360937879822275,15.43495069401411,15.340752216858906,15.381123542785645,2973600
2015-03-17,15.307112116944316,15.374396382917691,15.286926452150116,15.334026336669922,1800600
2015-03-18,15.354212413577129,15.825201044057966,15.340755302228356,15.791558265686035,3881200
2015-03-19,15.67044831316323,15.73100274832244,15.589706927382972,15.636805534362791,2043200
2015-03-20,15.97995514502704,16.154893755352454,15.93285653519729,16.10106658935547,3339200
2015-03-23,16.12797843860633,16.269275541868772,16.101065499100635,16.2154483795166,1827300
2015-03-24,16.269276113789395,16.29618905424117,16.195263281700562,16.222177505493164,2407600
2015-03-25,16.255816899393547,16.27600256462722,16.027051160107888,16.040508270263672,2076700
2015-03-26,15.932851272189422,15.939579826134048,15.79828275997778,15.88575267791748,2856200
2015-03-27,15.798286124377537,15.81847179051015,15.710817471150971,15.731001853942873,3337800
2015-03-30,15.556062645777768,15.616617070091465,15.542605536667809,15.562789916992188,2285600
2015-03-31,15.34748077118003,15.482049290921456,15.340752216858906,15.381123542785645,2011500
2015-04-01,15.428224759408478,15.475323364313176,15.360940488112885,15.408039093017578,2148700
2015-04-02,15.374399620287686,15.529152566274163,15.354213951243011,15.461868286132812,3291500
2015-04-06,15.488782733647508,15.75119001828692,15.47532562075807,15.60316562652588,2471200
2015-04-07,15.663722168129828,15.7713765101782,15.656993611334183,15.68390655517578,2396700
2015-04-08,15.838660754561705,15.932857982779511,15.771376470117136,15.852116584777832,3928000
2015-04-09,15.865572811494395,15.865572811494395,15.724276977065722,15.811745643615724,1960400
2015-04-10,15.791557438543409,15.87229881906613,15.791557438543409,15.84538459777832,1109200
2015-04-13,15.63007819690378,15.663720978326536,15.549338088170948,15.576251029968262,1876000
2015-04-14,15.60316251100155,15.683902605534742,15.57624829059671,15.663718223571776,1611500
2015-04-15,15.60989157391604,15.79155743419592,15.556064414695946,15.710817337036133,3915300
2015-04-16,15.905942083732915,16.033782082405764,15.85884347457472,15.959769248962402,3928100
2015-04-17,15.677174050433534,15.717545381040791,15.5695197354955,15.663718223571776,2755500
2015-04-20,15.62334842284262,15.683904141342616,15.582978371622884,15.636805534362791,2237300
2015-04-21,15.650261180052365,15.69735978262085,15.562791246704604,15.58970546722412,2097700
2015-04-22,15.596433962532224,15.643532564920058,15.529149694832176,15.630075454711914,1292300
2015-04-23,15.535874361195624,15.75791149068983,15.529145807775755,15.744454383850098,1360700
2015-04-24,16.020325198689562,16.121250974516297,16.000140813528734,16.10106658935547,1615500
2015-04-27,16.161620274365813,16.29618753072579,16.161620274365813,16.181804656982422,1221500
2015-04-28,16.282735230617114,16.437488186457202,16.26254956028715,16.410573959350586,1957600
2015-04-29,15.97322609864694,16.094337539258497,15.966497542686206,16.02032470703125,2810900
2015-04-30,15.65026371981376,15.724276554912738,15.569522328492976,15.690633773803713,3375100
2015-05-01,15.731002032902955,15.79155774864898,15.663719045043576,15.778101921081545,1113600
2015-05-04,15.74445972249685,15.791558329065811,15.724275338733454,15.751188278198242,1317500
2015-05-05,15.751187520075485,15.811743235132612,15.69063180501836,15.731001853942873,2045100
2015-05-06,15.623349788467513,15.630078344815738,15.387856732984137,15.461868286132812,2706700
2015-05-07,15.340755205241932,15.34748376087378,15.21964505389098,15.266743659973145,4956800
2015-05-08,15.401309959844667,15.44168129111212,15.286927087934922,15.43495273590088,1341400
2015-05-11,15.145633313696628,15.246559088745665,15.145633313696628,15.152361869812012,2028800
2015-05-12,15.421495505334306,15.556064041829396,15.40130983985784,15.515692710876465,2740300
2015-05-13,15.852110343045368,15.926123155126117,15.818468855739836,15.83865451812744,1742700
2015-05-14,16.02032152486452,16.02032152486452,15.892482837026051,15.95303726196289,3301200
2015-05-15,15.838654788437088,15.946309089660645,15.805012017216912,15.946309089660645,2108300
2015-05-18,15.562791187011868,15.670446785336342,15.488779647548414,15.630075454711914,1544600
2015-05-19,15.360939273054893,15.374396382917691,15.286926452150116,15.334026336669922,2114200
2015-05-20,15.273472215604992,15.360940872137476,15.226372326182062,15.266743659973145,2003300
2015-05-21,15.36767074839752,15.461867968656732,15.347485079767312,15.428226470947266,1237300
2015-05-22,15.313842970680776,15.327300082563664,15.266744362431494,15.293657302856444,832400
2015-05-26,15.455135708944772,15.455135708944772,15.28692569402371,15.31383991241455,1216100
2015-05-27,15.25328667221723,15.327299501426076,15.21964517712636,15.320570945739746,2611900
2015-05-28,15.078344672776844,15.125443268615104,15.004331860265012,15.11198616027832,1287500
2015-05-29,15.212917778135434,15.260016388180048,15.165819168090822,15.16581916809082,1551200
2015-06-01,15.132173656355471,15.172543702916997,15.01779078831395,15.051433563232422,1325700
2015-06-02,14.977418926931929,15.145628931120282,14.950504710258356,15.11198616027832,1365400
2015-06-03,14.970694913651618,15.098534914946336,14.970694913651618,14.99760913848877,1788900
2015-06-04,14.580446306028303,14.620816356258269,14.51316203341786,14.54007625579834,3418300
2015-06-05,14.425695734365572,14.533350074795534,14.385324394198609,14.45933723449707,2323000
2015-06-08,14.479520734441811,14.526619340903329,14.432422127980294,14.519890785217283,2298500
2015-06-09,14.466065791191564,14.49298001796954,14.398781507587596,14.45933723449707,1608000
2015-06-10,14.688100874846072,14.809212310904936,14.674643763430469,14.78229808807373,1839400
2015-06-11,14.863040725828744,14.89668222386215,14.809213558970756,14.88322639465332,1336400
2015-06-12,14.688101888224915,14.809213332639644,14.667916219708838,14.741929054260254,818800
2015-06-15,14.842854751813087,14.86304042022262,14.79575614219838,14.81594181060791,1179800
2015-06-16,14.836125486215822,14.930323984281548,14.836125486215822,14.923595428466797,896400
2015-06-17,14.842850573515175,15.017789133796231,14.741924826560084,14.957233428955078,1998300
2015-06-18,15.031248287544145,15.105261110940845,15.00433406691237,15.011062622070312,2095100
2015-06-19,15.05143471281849,15.07161909597056,15.011063379832876,15.031249046325684,1124600
2015-06-22,15.152365025800767,15.172549415010137,15.051439229730544,15.05816650390625,2559800
2015-06-23,15.132175372032767,15.233101141549806,15.11871826053962,15.206188201904297,1185900
