Date,Daily_Returns_NIFTY
2025-07-08,
2025-07-09,-0.0008347245409
2025-07-10,-0.003842940685
2025-07-11,-0.006205971151
2025-07-14,-0.0006751054852
2025-07-15,-0.002195575072
2025-07-16,0.007342586324
2025-07-17,-0.004180543
2025-07-18,-0.009064371889
2025-07-21,0.003868695916
2025-07-22,-0.001862437452
2025-07-23,0.003009591267
2025-07-24,-0.01266809325
2025-07-25,-0.002999591589
2025-07-28,-0.009290909779
2025-07-29,0.0008686587908
2025-07-30,-0.01355146676
2025-07-31,-0.0005155791115
2025-08-01,0.003031690141
2025-08-04,-0.005672942242
2025-08-05,0.002930325337
2025-08-06,-0.007871160785
2025-08-07,0.006603060613
2025-08-08,-0.002987310539
2025-08-11,0.005840499907
2025-08-12,0.004467416157
2025-08-13,0.005343355186
2025-08-14,-0.005925809904
2025-08-15,0.0007878151261
2025-08-18,0.01976384151
2025-08-19,0.003348497636
2025-08-20,0.002991964438
2025-08-21,-0.005113781642
2025-08-22,-0.001370684486
2025-08-25,-0.00528094707
2025-08-26,-0.00917947055
2025-08-27,-0.002350073984
2025-08-28,0.0008724480893
2025-08-29,-0.008863319386
2025-09-02,0.00842192656
2025-09-03,0.008016689226
2025-09-04,0.000432600796
2025-09-05,-0.003026896134
2025-09-08,0.004510756419
2025-09-09,-0.001113989637
2025-09-10,0.005437836623
2025-09-11,0.001805674979
2025-09-12,-0.002559436958
2025-09-15,0.0002426603839
2025-09-16,0.008947006194
2025-09-17,0.006338676671
2025-09-18,-0.007315498452
2025-09-19,0.003584841243
2025-09-22,-0.0041452628
2025-09-23,-0.007964636536
2025-09-24,-0.004648760331
2025-09-25,-0.004367756444
2025-09-26,-0.005516222908
2025-09-29,-0.002271139064
2025-09-30,-0.00331290492
2025-10-01,0.007782743742
2025-10-02,0.001823449632
2025-10-03,-0.001712245338
2025-10-06,0.003379815234
2025-10-07,0.001235149113
2025-10-08,-0.004424394899
2025-10-09,0.007755315441
2025-10-10,-8.646779075e-05
2025-10-13,0.003372535455
2025-10-14,-0.004050676549
2025-10-15,0.01678781585
2025-10-16,0.002638297872
2025-10-17,0.008994143112
2025-10-20,0.007827064279
2025-10-21,-0.006657762938
2025-10-22,0.01569380113
2025-10-23,-0.006949615289
2025-10-24,-0.006813296676
2025-10-27,0.003756326953
2025-10-28,-0.001627945847
2025-10-29,-0.004731084868
2025-10-30,-0.005046257359
2025-10-31,-0.006804733728
2025-11-03,0.003957615218
2025-11-04,-0.00522719566
2025-11-05,0.004477456764
2025-11-06,-0.01392395613
2025-11-07,0.002257639321
2025-11-10,0.004206369645
2025-11-11,0.01282270474
2025-11-12,0.0
2025-11-13,-0.009875084402
2025-11-14,0.01159321456
2025-11-17,-0.002022415101
2025-11-18,-0.001013256776
2025-11-19,0.008283323472
2025-11-20,-0.005365076704
2025-11-21,-0.00792246102
2025-11-24,-0.001457820066
2025-11-25,0.00197041988
2025-11-26,0.006113611276
2025-11-28,0.0007122963963
2025-12-01,-0.00467554548
2025-12-02,-0.00932045416
2025-12-03,-0.008552856654
2025-12-04,0.008193581781
2025-12-05,0.005306760172
2025-12-08,-0.01795897523
2025-12-09,0.0008667013347
2025-12-10,0.004676134396
2025-12-11,0.001885881745
2025-12-12,-0.01969049921
2025-12-15,0.00218692409
2025-12-16,-0.007623521005
2025-12-17,0.002394805901
2025-12-18,0.006778169014
2025-12-19,0.01906094255
2025-12-22,0.001935649936
2025-12-23,0.002279585804
2025-12-24,-0.007875818725
2025-12-26,-0.003014123321
2025-12-29,-0.00526906798
2025-12-30,0.00494963529
2025-12-31,0.007882139463
2026-01-02,0.006239594246
2026-01-05,0.001618812303
2026-01-06,-0.0002160598843
2026-01-07,4.594391779e-05
2026-01-08,-0.008848051727
2026-01-09,-0.008412017167
2026-01-12,0.006232686981
2026-01-13,-0.008172746043
2026-01-14,0.0031225605
2026-01-15,-0.0002594033722
2026-01-16,-0.007960560457
2026-01-20,-0.01882831326
2026-01-21,-0.004354007464
2026-01-22,0.00332887104
2026-01-23,-0.009633260098
2026-01-26,0.002784264415
2026-01-27,0.006986117331
2026-01-28,-0.001778884639
2026-01-29,-0.0003564109418
2026-01-30,0.001960959087
2026-02-02,0.03723690063
2026-02-03,-0.008880251261
2026-02-04,0.007871208476
2026-02-05,-0.007469734696
2026-02-06,0.001641868512
2026-02-09,0.006565345134
2026-02-10,0.005683397683
2026-02-11,-0.002532155301
2026-02-12,-0.005768263602
2026-02-13,-0.002333079837
2026-02-17,0.007243252565
2026-02-18,-8.560910881e-05
2026-02-19,-0.01772260274
2026-02-20,0.01856532729
