Time,open,high,low,close,volume
1998-01-02,0.46246,0.54534,0.4590200000000001,0.5449200000000003,168685884.8
1998-01-05,0.5467800000000002,0.5614800000000001,0.5178000000000006,0.5381400000000003,163237094.0
1998-01-06,0.5380199999999997,0.6686399999999998,0.5053800000000002,0.6404200000000004,448578171.6
1998-01-07,0.6396799999999997,0.6434599999999999,0.5862200000000006,0.5912000000000004,276314368.4
1998-01-08,0.5912399999999992,0.63236,0.5774000000000005,0.623740000000001,198839373.0
1998-01-09,0.6228799999999994,0.6525399999999998,0.5969200000000006,0.6178400000000009,223423204.2
1998-01-12,0.6127599999999997,0.6310599999999996,0.5879000000000006,0.620460000000001,135694270.6
1998-01-13,0.6229999999999998,0.6613599999999998,0.6204400000000008,0.6577800000000009,154429305.8
1998-01-14,0.6610400000000001,0.6772999999999995,0.6561,0.6688600000000007,150248449.8
1998-01-15,0.6650800000000003,0.66814,0.6347800000000001,0.6500000000000006,137936776.8
1998-01-16,0.6525000000000002,0.6597199999999999,0.6369600000000005,0.6409200000000007,64970706.6
1998-01-20,0.6423400000000005,0.6570399999999996,0.6382600000000007,0.6515000000000005,61809639.6
1998-01-21,0.6482200000000005,0.6507599999999998,0.6290400000000005,0.6405999999999998,48079775.0
1998-01-22,0.6394800000000005,0.66354,0.6323200000000008,0.6525199999999997,84134401.0
1998-01-23,0.6544800000000003,0.6651399999999998,0.6508400000000011,0.6595799999999998,62303146.2
1998-01-26,0.6606400000000006,0.6619200000000001,0.6414800000000012,0.6597799999999998,36012200.6
1998-01-27,0.6579600000000007,0.6660400000000002,0.649120000000001,0.6504199999999996,28819108.8
1998-01-28,0.6502200000000006,0.6548800000000001,0.635360000000001,0.6493600000000003,37743709.0
1998-01-29,0.6472800000000005,0.6507200000000003,0.6312600000000008,0.6321199999999998,53200983.0
1998-01-30,0.6301400000000004,0.6371800000000004,0.6208400000000008,0.6208399999999997,40408358.6
1998-02-02,0.6240200000000004,0.6257600000000003,0.5916000000000009,0.5978799999999999,137453349.2
1998-02-03,0.5977000000000005,0.6270200000000002,0.5959800000000007,0.6199999999999996,97457102.2
1998-02-04,0.6187000000000007,0.6276600000000003,0.6127000000000009,0.6212599999999996,45833464.2
1998-02-05,0.6217200000000006,0.6244400000000006,0.6100800000000006,0.6196199999999993,58465959.6
1998-02-06,0.6214200000000007,0.6381800000000004,0.6195200000000008,0.6281799999999994,54140763.2
1998-02-09,0.6267000000000009,0.6588200000000003,0.6225600000000009,0.6508399999999995,120829447.8
1998-02-10,0.6513600000000008,0.6654000000000002,0.6489400000000003,0.6615199999999997,109999906.8
1998-02-11,0.6621000000000008,0.6671000000000002,0.6492400000000005,0.6513199999999999,48587544.0
1998-02-12,0.6520800000000009,0.6634000000000004,0.6502400000000003,0.6605799999999997,51535496.8
1998-02-13,0.6584400000000011,0.6666800000000003,0.6435200000000004,0.6614599999999997,54393919.0
1998-02-17,0.6625800000000011,0.6735399999999999,0.6619200000000005,0.6691599999999984,43550436.2
1998-02-18,0.6679400000000001,0.7013599999999999,0.6659999999999998,0.6978799999999978,122017977.2
1998-02-19,0.6997199999999998,0.7075399999999996,0.6823199999999997,0.6920799999999983,91068524.8
1998-02-20,0.6922199999999996,0.6964800000000002,0.6750199999999993,0.6791599999999974,81862524.2
1998-02-23,0.6803399999999991,0.7312999999999974,0.6781599999999994,0.7248599999999972,123379706.4
1998-02-24,0.7240199999999981,0.7266199999999972,0.703099999999999,0.7195799999999972,114510870.6
1998-02-25,0.7203399999999984,0.7711199999999965,0.7154599999999991,0.7592799999999961,178025476.2
1998-02-26,0.7597999999999975,0.8005799999999947,0.7495199999999986,0.7988999999999951,148572588.0
