Date,AAPL,ABBV,ABT,ACN,ADBE,AMZN,AVGO,BAC,BMY,CMCSA,COST,CSCO,CVX,DHR,DIS,GOOG,GOOGL,HD,JNJ,JPM,KO,LIN,LLY,MA,MCD,MRK,MSFT,NEE,NVDA,PEP,PFE,PG,PM,TMO,UNH,V,VZ,WFC,WMT,XOM
2013-01-02,16.58139991760254,20.561065673828125,24.736915588378906,54.48262405395508,38.34000015258789,12.865500450134277,2.3591859340667725,9.34694766998291,21.202791213989258,13.279279708862305,79.76644134521484,13.594010353088379,63.153804779052734,23.223398208618164,45.04071044921875,17.85629653930664,17.94026756286621,46.36503219604492,48.714149475097656,31.34090805053711,24.74962615966797,87.90062713623047,37.7657585144043,47.10923767089844,63.141178131103516,25.834646224975586,22.144268035888672,12.249224662780762,0.2930767834186554,46.20960235595703,13.979284286499023,47.286258697509766,45.29023742675781,62.016273498535156,43.68216323852539,35.27125549316406,22.234840393066406,24.067859649658203,17.750425338745117,51.6925163269043
2013-01-03,16.372100830078125,20.391284942626953,25.67854881286621,54.28540802001953,37.75,12.923999786376953,2.371511697769165,9.292555809020996,21.546342849731445,13.131038665771484,80.58414459228516,13.667532920837402,62.88491439819336,23.445600509643555,45.137672424316406,17.866666793823242,17.95068359375,46.233558654785156,48.64540481567383,31.277742385864258,24.74962615966797,87.90062713623047,37.925941467285156,47.1766242980957,63.4985237121582,26.453325271606445,21.84761619567871,12.250959396362305,0.29330721497535706,46.229576110839844,13.946907043457031,46.98643112182617,44.83073425292969,61.82544708251953,41.63980484008789,35.29847717285156,22.129369735717773,23.86872100830078,17.63762664794922,51.59928512573242
2013-01-04,15.916069984436035,20.133686065673828,25.524168014526367,54.58517837524414,38.130001068115234,12.957500457763672,2.3562862873077393,9.409102439880371,21.61764144897461,13.124147415161133,80.32469940185547,13.687577247619629,63.216732025146484,23.4698486328125,46.00146484375,18.219715118408203,18.305397033691406,46.145896911621094,49.20241165161133,31.832134246826172,24.78911590576172,88.49400329589844,39.3294792175293,47.17478942871094,62.9520149230957,26.228364944458008,21.4387264251709,12.311755180358887,0.3029842674732208,46.296234130859375,14.006257057189941,47.081844329833984,45.17534637451172,62.36930465698242,41.71990203857422,35.586788177490234,22.24991226196289,23.992326736450195,17.704282760620117,51.83819580078125
2013-01-07,15.822442054748535,20.174671173095703,25.73256492614746,54.348514556884766,37.939998626708984,13.42300033569336,2.343235492706299,9.393563270568848,21.650056838989258,13.06554126739502,79.70355224609375,13.560598373413086,62.78764343261719,23.4698486328125,44.92612838745117,18.140220642089844,18.225526809692383,45.897579193115234,49.09925842285156,31.86722755432129,24.552154541015625,88.29882049560547,39.27607345581055,47.992313385009766,63.694679260253906,26.32210922241211,21.39864730834961,12.254438400268555,0.29422885179519653,46.2895622253418,14.017043113708496,46.761539459228516,45.034366607666016,62.85588455200195,41.71990203857422,35.84101867675781,22.445791244506836,23.875606536865234,17.535085678100586,51.237979888916016
2013-01-08,15.865031242370605,19.735578536987305,25.74028205871582,54.66407012939453,38.13999938964844,13.319000244140625,2.327285051345825,9.308100700378418,21.70840072631836,13.155171394348145,79.55416107177734,13.573966979980469,62.507347106933594,23.30420684814453,44.74102783203125,18.104421615600586,18.18956184387207,46.17512512207031,49.10613250732422,31.930374145507812,24.381013870239258,88.91563415527344,39.573570251464844,47.834354400634766,63.715702056884766,26.359603881835938,21.286392211914062,12.384712219238281,0.28777745366096497,46.429534912109375,14.038631439208984,46.686588287353516,44.950828552246094,62.464698791503906,41.167274475097656,36.1746940612793,21.899568557739258,23.83439826965332,17.583791732788086,51.558494567871094
2013-01-09,15.617074012756348,19.846820831298828,25.91008186340332,55.05065155029297,38.65999984741211,13.317500114440918,2.378760814666748,8.880766868591309,21.831560134887695,13.244805335998535,79.59346008300781,13.567278861999512,62.667537689208984,24.160736083984375,44.758663177490234,18.22342300415039,18.309120178222656,46.13859558105469,49.326175689697266,31.909351348876953,24.374425888061523,88.90782928466797,40.405006408691406,49.18027114868164,63.624610900878906,26.61581039428711,21.406661987304688,12.297861099243164,0.28132614493370056,46.662818908691406,14.281414985656738,46.93873977661133,44.81507873535156,64.62096405029297,41.94416427612305,36.72630310058594,21.84876251220703,23.83439826965332,17.57866096496582,51.36037063598633
2013-01-10,15.810665130615234,19.905363082885742,26.12619400024414,54.56940460205078,38.619998931884766,13.267000198364258,2.4302375316619873,9.152708053588867,22.097322463989258,13.272382736206055,79.20819854736328,13.660845756530762,63.199588775634766,24.23750114440918,44.76747131347656,18.306373596191406,18.392467498779297,46.4672737121582,49.64250946044922,32.38655090332031,24.328344345092773,89.14985656738281,40.61860275268555,48.7424201965332,64.03800964355469,26.734560012817383,21.214244842529297,12.417713165283203,0.28178706765174866,47.19603729248047,14.437878608703613,47.20450973510742,45.577396392822266,64.4396743774414,42.536842346191406,36.43574905395508,22.14854621887207,24.308195114135742,17.52484130859375,51.91975784301758
2013-01-11,15.713717460632324,20.053466796875,25.862682342529297,55.1295280456543,38.09000015258789,13.397000312805176,2.48968768119812,9.036160469055176,22.12325096130371,13.25859260559082,78.84654998779297,13.687577247619629,63.92041015625,24.152666091918945,44.582374572753906,18.269590377807617,18.355506896972656,46.52571487426758,49.752532958984375,32.3795166015625,24.29544448852539,89.00929260253906,40.511810302734375,48.837554931640625,64.26920318603516,27.015779495239258,21.510881423950195,12.468088150024414,0.28132614493370056,47.24269485473633,14.308393478393555,47.17042541503906,46.59035110473633,64.44920349121094,42.304569244384766,36.58331298828125,22.001195907592773,24.10219955444336,17.594043731689453,52.216949462890625
2013-01-14,15.153478622436523,20.195648193359375,25.854936599731445,55.1137580871582,38.15999984741211,13.636500358581543,2.5063633918762207,8.911842346191406,22.181583404541016,13.4171724319458,78.91729736328125,14.015068054199219,64.56116485595703,24.075883865356445,44.5911865234375,17.85629653930664,17.94026756286621,46.36503219604492,49.89695358276367,32.19706344604492,24.348102569580078,89.08738708496094,40.27535629272461,48.35996627807617,64.12905883789062,27.08452033996582,21.55899429321289,12.452454566955566,0.2810957133769989,47.51594543457031,14.427096366882324,47.449825286865234,46.506805419921875,64.458740234375,42.737064361572266,36.467525482177734,21.640430450439453,23.875606536865234,17.50944709777832,52.19948196411133
2013-01-15,14.675399780273438,20.497779846191406,25.59142303466797,55.42144012451172,38.150001525878906,13.595000267028809,2.455613374710083,8.974002838134766,22.233440399169922,13.51369857788086,79.53057861328125,14.021748542785645,64.89873504638672,24.23750114440918,45.03190231323242,17.89777374267578,17.981943130493164,46.70831298828125,49.76628494262695,32.526885986328125,24.565309524536133,88.86095428466797,40.649112701416016,48.29438018798828,64.11506652832031,26.790803909301758,21.815553665161133,12.485451698303223,0.2760268747806549,47.72257614135742,14.362354278564453,47.62018585205078,46.4284782409668,64.63050842285156,42.94532775878906,36.42212677001953,21.32540512084961,24.10906982421875,17.68377113342285,52.170345306396484
