Date,c,rsi,target_position,executed_position,return,strategy_return,strategy_equity,buy_hold_equity,order_action,order_reason
2020-06-11,9902.0,58.019624859698034,1,1.0,-0.021169158460066062,-0.021169158460066062,0.8734922203257761,1.210587444220307,,
2020-06-12,9972.900390625,59.65427466485637,1,1.0,0.00716020911179549,0.00716020911179549,0.8797466072808352,1.2192555034690384,,
2020-06-15,9813.7001953125,54.52070428085516,1,1.0,-0.015963279394844432,-0.015963279394844432,0.8657029663921447,1.1997921872134605,,
2020-06-16,9914.0,57.02963226806176,1,1.0,0.010220386061458031,0.010220386061458031,0.8745507849232219,1.212054526560303,,
2020-06-17,9881.150390625,55.941151714652165,1,1.0,-0.0033134566648174157,-0.0033134566648174157,0.8716529987961967,1.2080384364111498,,
2020-06-18,10091.650390625,61.06886509130843,1,1.0,0.021303187551898528,0.021303187551898528,0.8902219861097269,1.2337735057919188,,
2020-06-19,10244.400390625,64.31447618560537,1,1.0,0.015136275444292302,0.015136275444292302,0.9036966312980487,1.2524482414114555,,
2020-06-22,10311.2001953125,65.66264689261882,1,1.0,0.006520616350433883,0.006520616350433883,0.9095892903279228,1.2606149758924752,,
2020-06-23,10471.0,68.70821862425097,1,1.0,0.015497691991291696,0.015497691991291696,0.9236858249880026,1.2801515985084664,,
2020-06-24,10305.2998046875,62.51628048611825,1,1.0,-0.015824677233549855,-0.015824677233549855,0.9090687949423621,1.259893612652057,,
2020-06-25,10288.900390625,61.92150994168561,1,1.0,-0.001591357298992957,-0.001591357298992957,0.9076221416802439,1.2578886717556086,,
2020-06-26,10383.0,64.03582910723532,1,1.0,0.00914574014738645,0.00914574014738645,0.9159230179400658,1.2693929946818265,,
2020-06-29,10312.400390625,61.28632987291298,1,1.0,-0.006799538608783573,-0.006799538608783573,0.9096951640169088,1.2607617080047682,,
2020-06-30,10302.099609375,60.875628106166765,1,1.0,-0.0009988732845714887,-0.0009988732845714887,0.9087864938204684,1.2595023668164316,,
2020-07-01,10430.0498046875,64.0943348171824,1,1.0,0.012419817334717198,0.012419817334717198,0.9200734560699767,1.2751451561449356,,
2020-07-02,10551.7001953125,66.8838640795486,1,1.0,0.011663452514898642,0.011663452514898642,0.9308046891350675,1.2900177511232351,,
2020-07-03,10607.349609375,68.10461636614052,1,1.0,0.005273976044848361,0.005273976044848361,0.9357137307679984,1.2968212738400882,,
2020-07-06,10763.650390625,71.30418671915004,0,1.0,0.014735139974255018,0.014735139974255018,0.9495016035666972,1.3159301168317135,SELL,exit long: RSI above upper threshold
2020-07-07,10799.650390625,72.00086846262525,-1,0.0,0.003344590235981215,0.0,0.9495016035666972,1.3203313638517025,SELL,enter short: RSI above upper threshold
2020-07-08,10705.75,67.40410833390607,-1,-1.0,-0.00869476207364206,0.00869476207364206,0.9577572940982514,1.3088513967846447,,
2020-07-09,10813.4501953125,69.78668182991093,-1,-1.0,0.010060032721901813,-0.010060032721901813,0.9481222243799828,1.3220184846644052,,
2020-07-10,10768.0498046875,67.54534740102,-1,-1.0,-0.004198511095439339,0.004198511095439339,0.9521029260588749,1.3164679753881658,,
2020-07-13,10802.7001953125,68.38004392344493,-1,-1.0,0.003217889149241815,-0.003217889149241815,0.9490391643841487,1.3207042234014919,,
2020-07-14,10607.349609375,59.14459578163409,-1,-1.0,-0.01808349601540049,0.01808349601540049,0.9662011103317486,1.2968212738400884,,
2020-07-15,10618.2001953125,59.47201694375834,-1,-1.0,0.0010229309240368245,-0.0010229309240368245,0.9652127533371515,1.2981478324240483,,
2020-07-16,10739.9501953125,63.05025433480586,-1,-1.0,0.011466161662100571,-0.011466161662100571,0.9541454678690665,1.313032605331928,,
2020-07-17,10901.7001953125,67.19429100409748,-1,-1.0,0.01506059125586967,-0.01506059125586967,0.93977547297885,1.3328076527064616,,
2020-07-20,11022.2001953125,69.90243034092997,-1,-1.0,0.011053321760931656,-0.011053321760931656,0.929387832292983,1.3475396045372583,,
2020-07-21,11162.25,72.72100820308526,-1,-1.0,0.012706156865764484,-0.012706156865764484,0.9175788847067355,1.364661654135339,,
