Date,Open,High,Low,Close,Volume
2001-01-03,87.2145,92.4398,86.7685,91.7601,19431600
2001-01-04,91.7176,92.0787,90.4007,90.7724,9219000
2001-01-05,90.7193,90.8255,87.8093,87.8093,12911400
2001-01-08,88.2766,88.489,86.7897,88.489,6625300
2001-01-09,89.0731,89.3811,87.9686,88.2553,5702400
2001-01-10,87.6819,89.8059,87.5544,89.8059,8746100
2001-01-11,89.105,90.7299,89.105,89.8909,7245100
2001-01-12,90.1883,90.8892,89.2324,89.721,7244000
2001-01-16,89.721,90.5281,89.3917,90.2945,8542200
2001-01-17,91.6539,91.792,90.1564,90.7087,7851400
2001-01-18,90.698,92.238,90.3582,91.6114,8107000
2001-01-19,92.5672,92.5672,90.9954,91.091,7782500
2001-01-22,91.2503,92.2911,90.783,91.6963,7050900
2001-01-23,91.399,92.8859,91.1866,92.4186,8463100
2001-01-24,92.6097,93.3319,92.3336,92.6947,6199900
2001-01-25,92.6097,93.2894,92.2061,92.461,10818300
2001-01-26,91.8663,92.5247,91.3884,92.3548,7136800
2001-01-29,92.0999,93.0515,92.0115,92.8476,6705900
2001-01-30,92.6437,93.7448,92.2971,93.6633,7069100
2001-01-31,93.3913,94.275,92.8476,93.1331,9706900
2001-02-01,93.1874,93.7652,92.6097,93.7516,8239100
2001-02-02,93.3914,93.7924,91.5902,91.6241,8276600
2001-02-05,91.6241,92.399,91.5901,92.297,4352900
2001-02-06,91.964,92.9156,91.9096,92.0252,7106700
2001-02-07,91.5698,92.032,90.8629,91.5494,5748700
2001-02-08,91.6242,92.032,90.4687,90.4823,5943300
2001-02-09,90.6386,90.6386,89.218,89.6122,9913000
2001-02-12,89.517,90.7405,89.517,90.6385,5804400
2001-02-13,90.8765,91.1959,89.721,89.8977,6587600
2001-02-14,90.1627,90.1627,88.8101,89.7617,8400100
2001-02-15,90.2919,90.7541,89.7142,90.6318,5929800
2001-02-16,89.0412,89.2384,87.8857,88.6334,6434900
2001-02-20,89.0684,89.1364,87.0701,87.2672,5760000
2001-02-21,86.9342,87.5731,85.3029,85.3844,10910800
2001-02-22,85.8807,86.0098,83.6172,85.5136,21281600
2001-02-23,85.0174,85.3301,82.788,84.9358,20173000
2001-02-26,85.5068,86.7439,84.6232,86.7439,11503700
2001-02-27,86.1865,86.8934,85.3097,85.9418,11415000
2001-02-28,86.1525,86.2137,83.7871,84.2493,14825800
2001-03-01,84.3173,84.6911,82.754,84.6911,14672000
2001-03-02,83.2638,85.4048,83.1278,84.0182,12564300
2001-03-05,84.3853,84.8135,84.1542,84.7863,5293200
2001-03-06,85.8806,86.8322,85.2961,85.6971,6917000
2001-03-07,86.2545,86.3496,85.4796,86.3088,6371700
2001-03-08,86.0505,86.4856,85.7379,86.404,6055000
2001-03-09,85.7107,85.7107,83.6784,83.8483,10020300
2001-03-12,83.155,83.2638,80.0352,80.2595,13972900
2001-03-13,81.1567,81.8636,79.8856,81.5781,12888000
2001-03-14,79.5594,81.0819,78.6758,79.9672,19883400
2001-03-15,80.511,80.7897,79.7701,79.9876,10370300
2001-03-16,79.8281,80.0121,78.247,78.3833,58514600
2001-03-19,78.8945,80.2098,78.2538,79.9781,10067800
2001-03-20,80.3529,80.7345,77.7699,77.8312,15083900
2001-03-21,77.8176,78.5536,76.2637,76.509,19004600
2001-03-22,76.3455,76.7407,73.633,75.7321,28624800
2001-03-23,77.1838,78.1447,75.9911,78.022,12861700
2001-03-26,78.8535,79.242,78.2197,79.0171,9943800
2001-03-27,78.799,80.8641,78.5673,80.6324,12880700
2001-03-28,79.6714,79.7054,78.3083,78.4037,10953300
2001-03-29,78.172,79.3987,76.4272,78.7036,12060300
2001-03-30,78.7513,79.5283,78.0357,79.5283,9183600
2001-04-02,79.2624,79.9985,77.5586,77.8312,10561000
2001-04-03,77.6813,77.7972,75.0097,75.2346,12836000
2001-04-04,75.3572,76.4,74.4917,75.5481,14884300
2001-04-05,77.2178,78.7104,76.6726,78.4105,21522800
2001-04-06,77.6881,77.9676,76.3728,77.2179,14937800
2001-04-09,77.6949,78.3696,76.8634,78.0765,9034300
2001-04-10,78.6831,80.2507,78.4923,79.501,17873600
2001-04-11,80.9527,81.0958,79.1534,79.5555,12722300
2001-04-12,79.2624,81.0617,79.0307,81.0003,9233200
2001-04-16,80.6187,81.0276,79.6782,80.1484,7350000
2001-04-17,79.9508,81.5524,79.7531,81.2798,10924700
2001-04-18,82.5065,85.8733,82.2544,84.5103,32481600
2001-04-19,84.6807,85.7643,84.224,85.6348,13809900
2001-04-20,85.1236,85.4644,84.2785,84.851,7626700
2001-04-23,84.2717,84.4353,83.0858,83.3107,8451800
2001-04-24,83.5016,84.2718,82.5338,82.861,10044700
2001-04-25,82.7519,84.2853,82.4316,83.9446,8249000
2001-04-26,84.3263,85.3418,84.1695,84.3195,10590400
2001-04-27,85.1372,85.7642,84.6465,85.7234,7938700
2001-04-30,86.18,86.7389,84.9669,86.3232,10766900
